               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,            0.035616,             0.01411,            0.015155,             0.80157,             0.71948,             0.75572,             0.41767,            0.043013,           0.0081645,             0.01288,            0.007591,            0.007591,            0.007591
                  75,            0.036519,            0.014247,            0.014021,             0.82545,             0.70305,             0.75419,             0.44948,            0.043739,           0.0084697,            0.014912,            0.007558,            0.007558,            0.007558
                  76,            0.035281,            0.014201,            0.016467,             0.79319,             0.69546,             0.73958,             0.41774,            0.043352,           0.0083866,            0.016781,            0.007525,            0.007525,            0.007525
                  77,            0.035199,             0.01416,            0.013632,             0.79923,             0.74441,               0.764,             0.43361,            0.042306,           0.0082166,            0.014251,            0.007492,            0.007492,            0.007492
                  78,            0.035292,            0.013978,            0.014568,             0.79793,             0.73723,             0.75671,             0.40226,            0.043507,           0.0083111,            0.016459,            0.007459,            0.007459,            0.007459
                  79,            0.036043,            0.013985,            0.014215,             0.77057,             0.70361,             0.72862,             0.40001,            0.044369,           0.0083377,            0.016737,            0.007426,            0.007426,            0.007426
                  80,            0.036868,            0.014552,            0.014632,             0.80191,             0.72906,             0.75071,             0.42461,            0.045663,           0.0082475,            0.015585,            0.007393,            0.007393,            0.007393
                  81,            0.036891,            0.014419,            0.013657,             0.81729,             0.71361,             0.75887,             0.44196,            0.042555,           0.0081269,            0.013686,             0.00736,             0.00736,             0.00736
                  82,            0.035473,            0.013934,            0.013801,              0.8197,             0.72848,             0.75791,             0.41402,            0.042814,            0.007973,            0.016963,            0.007327,            0.007327,            0.007327
                  83,            0.035034,            0.013987,            0.013688,             0.81963,             0.71803,             0.75022,             0.44354,            0.043566,           0.0080966,            0.015985,            0.007294,            0.007294,            0.007294
                  84,            0.035618,            0.014054,            0.014646,             0.78341,             0.73064,              0.7471,             0.42758,            0.042044,           0.0082876,            0.015522,            0.007261,            0.007261,            0.007261
                  85,            0.034829,            0.013835,            0.015268,             0.78208,             0.72401,             0.75168,             0.42908,            0.043064,           0.0081989,            0.016275,            0.007228,            0.007228,            0.007228
                  86,            0.035464,            0.013553,             0.01434,             0.80498,             0.72791,             0.75987,             0.44135,            0.042907,           0.0083001,            0.015488,            0.007195,            0.007195,            0.007195
                  87,            0.035492,             0.01405,            0.015166,             0.80728,             0.74341,             0.76517,              0.4233,             0.04242,           0.0083769,            0.016896,            0.007162,            0.007162,            0.007162
                  88,            0.034825,            0.014237,            0.014466,             0.81229,             0.73499,             0.75735,             0.43886,            0.042355,           0.0081964,            0.017843,            0.007129,            0.007129,            0.007129
                  89,            0.035335,             0.01373,            0.012912,             0.79393,             0.75128,             0.76801,             0.45473,            0.042013,           0.0082471,             0.01495,            0.007096,            0.007096,            0.007096
                  90,            0.033301,            0.013795,            0.012795,             0.82775,             0.74313,              0.7795,             0.46617,            0.039236,           0.0082068,            0.017267,            0.007063,            0.007063,            0.007063
                  91,            0.035135,            0.013654,            0.012858,             0.80064,             0.76138,             0.77156,             0.41014,            0.042256,           0.0081619,             0.01818,             0.00703,             0.00703,             0.00703
                  92,            0.034661,            0.013909,            0.014674,             0.80997,             0.73417,             0.77578,             0.42193,            0.041327,           0.0081375,            0.015166,            0.006997,            0.006997,            0.006997
                  93,            0.033954,            0.013252,            0.013129,             0.83223,             0.74183,             0.77836,             0.44509,            0.041358,           0.0082346,            0.014119,            0.006964,            0.006964,            0.006964
                  94,            0.033608,            0.013567,            0.012053,             0.80692,             0.74549,             0.77856,             0.42273,            0.042109,           0.0081177,            0.014161,            0.006931,            0.006931,            0.006931
                  95,            0.033338,            0.013304,            0.013009,             0.82648,             0.72925,             0.77435,             0.44423,            0.042564,            0.008056,            0.015485,            0.006898,            0.006898,            0.006898
                  96,            0.034245,            0.013669,            0.012133,             0.82698,             0.75241,             0.77119,             0.44529,            0.040438,           0.0083446,            0.016683,            0.006865,            0.006865,            0.006865
                  97,             0.03547,            0.013556,            0.014664,             0.79717,             0.73633,             0.76167,             0.42438,            0.042797,           0.0081503,            0.014057,            0.006832,            0.006832,            0.006832
                  98,            0.034445,             0.01367,            0.013136,             0.82504,             0.76417,             0.78358,              0.4539,            0.041536,           0.0080131,            0.014711,            0.006799,            0.006799,            0.006799
                  99,            0.033901,            0.013514,             0.01326,             0.82538,             0.73768,             0.76804,                0.44,            0.043462,           0.0081343,            0.014532,            0.006766,            0.006766,            0.006766
                 100,            0.034142,            0.013606,            0.014108,             0.83236,             0.74953,             0.77507,             0.45196,            0.041167,           0.0079767,            0.017741,            0.006733,            0.006733,            0.006733
                 101,            0.033245,             0.01356,            0.012686,             0.83993,             0.74376,             0.78185,             0.45542,            0.040973,           0.0079591,            0.014994,              0.0067,              0.0067,              0.0067
                 102,            0.034168,            0.013719,            0.013056,             0.83578,             0.74061,             0.79055,             0.47194,            0.041136,           0.0078997,            0.012322,            0.006667,            0.006667,            0.006667
                 103,            0.034193,            0.013027,            0.013686,             0.83556,             0.72234,             0.78049,             0.45965,            0.041972,            0.007943,            0.012646,            0.006634,            0.006634,            0.006634
                 104,            0.033769,            0.013073,            0.012799,             0.84754,             0.76209,             0.79891,             0.45549,            0.041574,           0.0078975,            0.011643,            0.006601,            0.006601,            0.006601
                 105,            0.033687,            0.013446,            0.011968,             0.83464,             0.75932,             0.78901,             0.49166,            0.040561,           0.0080143,            0.013305,            0.006568,            0.006568,            0.006568
                 106,            0.033976,            0.013206,            0.012749,             0.81622,             0.76012,             0.78749,             0.43972,            0.042282,           0.0080514,            0.013538,            0.006535,            0.006535,            0.006535
                 107,            0.033721,            0.014084,            0.012162,             0.81503,             0.74187,             0.76856,             0.45037,            0.040904,           0.0081237,            0.015326,            0.006502,            0.006502,            0.006502
                 108,            0.033447,            0.013283,            0.011694,             0.80311,             0.74146,             0.77062,              0.4398,            0.041402,           0.0079145,            0.013767,            0.006469,            0.006469,            0.006469
                 109,             0.03381,             0.01315,            0.012283,             0.83172,             0.74176,             0.78481,             0.47308,            0.040862,           0.0079305,            0.015589,            0.006436,            0.006436,            0.006436
                 110,            0.034537,            0.013114,            0.012975,             0.83505,             0.73276,             0.77752,              0.4544,            0.041128,           0.0080532,             0.01612,            0.006403,            0.006403,            0.006403
                 111,             0.03282,            0.012883,            0.011901,             0.79573,             0.75128,             0.77741,             0.46597,            0.041199,           0.0081188,            0.016747,             0.00637,             0.00637,             0.00637
                 112,            0.032701,            0.012746,            0.012441,             0.82165,             0.74072,             0.78278,             0.45997,            0.039615,           0.0080748,            0.016004,            0.006337,            0.006337,            0.006337
                 113,            0.033331,             0.01363,            0.011867,             0.81781,             0.72664,             0.77721,             0.44787,             0.04095,           0.0080842,            0.016171,            0.006304,            0.006304,            0.006304
                 114,            0.032137,            0.012795,            0.013134,              0.7981,             0.74916,             0.77807,             0.43577,            0.041315,           0.0080869,             0.01508,            0.006271,            0.006271,            0.006271
                 115,            0.033608,            0.012938,            0.011091,             0.80682,              0.7498,             0.77472,              0.4595,            0.041164,           0.0080716,            0.014373,            0.006238,            0.006238,            0.006238
                 116,            0.031906,            0.012958,            0.011014,             0.82127,             0.75767,             0.77844,             0.44908,            0.041467,           0.0079996,            0.014393,            0.006205,            0.006205,            0.006205
                 117,            0.032577,            0.013484,            0.010717,             0.83317,             0.75332,             0.78878,             0.46979,            0.040021,           0.0079657,            0.015059,            0.006172,            0.006172,            0.006172
                 118,            0.032495,            0.013139,            0.012358,             0.84381,             0.74889,             0.79016,             0.47592,            0.040849,           0.0080582,            0.014341,            0.006139,            0.006139,            0.006139
                 119,            0.033962,            0.013137,            0.012228,             0.81716,             0.76763,             0.79518,             0.47076,            0.041768,           0.0079469,             0.01524,            0.006106,            0.006106,            0.006106
                 120,            0.033173,            0.012399,            0.011731,              0.8052,             0.76106,             0.77835,             0.47892,            0.041673,           0.0079815,            0.015224,            0.006073,            0.006073,            0.006073
                 121,            0.032194,            0.013503,            0.012032,             0.86092,             0.75957,             0.80012,             0.47924,            0.041083,           0.0078603,            0.015316,             0.00604,             0.00604,             0.00604
                 122,            0.031669,            0.012772,            0.010455,             0.83174,               0.759,             0.79626,              0.4828,            0.040499,           0.0078827,            0.015102,            0.006007,            0.006007,            0.006007
                 123,            0.033585,            0.013344,             0.01077,             0.83195,             0.76371,             0.78441,             0.45979,            0.041832,           0.0078757,            0.016952,            0.005974,            0.005974,            0.005974
                 124,            0.033104,            0.013268,            0.013329,             0.83298,             0.74463,             0.78522,             0.45189,            0.041256,           0.0082136,            0.013504,            0.005941,            0.005941,            0.005941
                 125,            0.032089,            0.013108,            0.011682,             0.82771,             0.75646,              0.7903,             0.47652,            0.039766,            0.007917,            0.013195,            0.005908,            0.005908,            0.005908
                 126,            0.031795,            0.012722,             0.01167,             0.81926,             0.76026,             0.77895,             0.45862,            0.040841,           0.0080201,             0.01263,            0.005875,            0.005875,            0.005875
                 127,            0.032088,            0.012723,            0.012244,             0.83451,             0.75025,             0.78329,             0.47046,            0.040601,           0.0080949,            0.015216,            0.005842,            0.005842,            0.005842
                 128,            0.031966,            0.012653,            0.012131,             0.84028,             0.73943,              0.7828,             0.47122,            0.040987,           0.0079186,            0.012653,            0.005809,            0.005809,            0.005809
                 129,            0.031643,            0.013195,            0.011234,             0.81637,             0.75961,             0.78605,             0.47918,            0.040357,           0.0081944,            0.013866,            0.005776,            0.005776,            0.005776
                 130,            0.032383,            0.012866,            0.010855,             0.82393,             0.77928,             0.78766,             0.48533,            0.040519,           0.0078968,            0.014482,            0.005743,            0.005743,            0.005743
                 131,            0.032178,            0.013027,            0.012045,             0.85256,             0.75257,              0.7969,             0.46753,            0.039585,           0.0079305,            0.013099,             0.00571,             0.00571,             0.00571
                 132,            0.032558,            0.012422,            0.011065,              0.8225,             0.75116,             0.78128,             0.45735,            0.041557,           0.0080969,            0.014877,            0.005677,            0.005677,            0.005677
                 133,            0.032161,            0.012673,            0.011474,             0.82629,             0.75838,             0.78442,              0.4709,            0.039449,           0.0079331,             0.01284,            0.005644,            0.005644,            0.005644
                 134,            0.033356,             0.01353,            0.011743,             0.83105,               0.761,             0.78594,             0.45729,            0.039914,           0.0079945,            0.013716,            0.005611,            0.005611,            0.005611
                 135,            0.031421,            0.013121,            0.011567,             0.83694,             0.76415,             0.79204,             0.46272,            0.041487,           0.0079483,            0.013663,            0.005578,            0.005578,            0.005578
                 136,            0.031742,            0.013051,            0.011513,             0.84691,             0.74943,             0.78731,             0.44813,            0.041149,           0.0078927,            0.013986,            0.005545,            0.005545,            0.005545
                 137,            0.032496,            0.013054,              0.0103,             0.83833,              0.7548,             0.79053,              0.4559,             0.04148,           0.0079264,            0.014448,            0.005512,            0.005512,            0.005512
                 138,            0.030735,            0.012535,            0.010657,             0.83827,             0.76638,             0.80024,             0.48043,            0.040692,           0.0078371,            0.013281,            0.005479,            0.005479,            0.005479
                 139,            0.031077,            0.012874,            0.011468,              0.8417,              0.7662,             0.79659,             0.48952,            0.039965,           0.0078639,            0.013558,            0.005446,            0.005446,            0.005446
                 140,            0.031867,            0.012506,            0.011715,             0.83359,             0.76741,             0.80108,             0.47801,            0.041094,           0.0078712,            0.011985,            0.005413,            0.005413,            0.005413
                 141,            0.030578,            0.012744,             0.01075,             0.85204,             0.76369,             0.79395,             0.47825,            0.041106,           0.0080755,             0.01226,             0.00538,             0.00538,             0.00538
                 142,            0.031683,            0.012766,            0.010814,              0.8528,             0.76161,             0.79787,             0.48221,            0.038844,           0.0079156,            0.013114,            0.005347,            0.005347,            0.005347
                 143,            0.031088,            0.012674,            0.010491,             0.83118,             0.77734,             0.79869,             0.50247,            0.039424,           0.0079423,            0.013764,            0.005314,            0.005314,            0.005314
                 144,            0.030879,            0.011854,             0.01102,             0.84141,             0.77197,             0.80434,             0.49246,            0.038747,           0.0078399,            0.013252,            0.005281,            0.005281,            0.005281
                 145,            0.030768,             0.01288,            0.011992,             0.83264,             0.76362,             0.79799,             0.46052,            0.040236,           0.0078932,            0.012402,            0.005248,            0.005248,            0.005248
                 146,            0.031421,            0.012447,            0.011634,             0.82787,             0.77423,             0.79499,             0.45769,            0.040962,           0.0080684,            0.013235,            0.005215,            0.005215,            0.005215
                 147,            0.030662,            0.012216,            0.010396,             0.84178,             0.77696,             0.80518,              0.4803,            0.039712,           0.0080004,            0.013729,            0.005182,            0.005182,            0.005182
                 148,            0.031612,            0.012652,            0.010787,             0.81898,              0.7756,             0.79712,             0.46971,            0.040688,           0.0079015,            0.015154,            0.005149,            0.005149,            0.005149
                 149,            0.031343,            0.012952,            0.010052,             0.82612,             0.77616,             0.79078,             0.47032,            0.041317,            0.007926,             0.01583,            0.005116,            0.005116,            0.005116
